LI-8250,LI-8250,LI-8250,LI-8250,CHAMBER,CHAMBER,CHAMBER,CHAMBER,CHAMBER,LI-8250,LI-870,LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,CHAMBER,CHAMBER
20240530,040142,151.168,1,1,1,39.1007,-96.5632,16.1,96.9542,464.025,18.0383,6.26176,0.871516,1.11721,0.999145,0,0.0020312,0.000610704,1891.09,464.025,1.95755,2,140,0.378,19.5
20240530,043142,151.189,1,1,1,39.1007,-96.5632,16.05,96.965,473.532,18.1218,6.21433,0.86469,1.11863,0.999084,0,0.00207804,0.000666865,1770.18,473.532,4.63736,2,140,0.377199,19.4
20240530,050142,151.21,1,1,1,39.1007,-96.5632,15.83,96.9258,462.182,17.9566,6.15983,0.856679,1.11628,0.999187,0,0.00194416,0.000614687,1855.87,462.182,0.364924,2,140,0.377,19.2
20240530,053142,151.23,1,1,1,39.1007,-96.5632,15.72,96.927,469.256,17.8528,6.18286,0.859504,1.11672,0.999171,0,0.00196493,0.000663294,1765.07,469.256,4.04484,2,140,0.377,19.1
20240530,060142,151.251,1,1,1,39.1007,-96.5632,15.72,96.895,466.322,17.9386,6.31146,0.877736,1.11302,0.999284,0,0.00182676,0.000850018,1498.93,466.322,2.93073,2,140,0.377,19
20240530,063142,151.272,1,1,1,39.1007,-96.5632,16.02,96.9195,465.994,18.5544,6.1149,0.851622,1.11289,0.999299,0,0.00178153,0.00071216,1661.82,465.994,4.48817,2,140,0.377,18.9
20240530,070142,151.293,1,1,1,39.1007,-96.5632,17.11,96.951,455.206,19.6474,6.21012,0.86881,1.11337,0.999241,0,0.00187293,0.000798499,1543.26,455.206,3.81743,2,140,0.377,19.1
20240530,073142,151.314,1,1,1,39.1007,-96.5632,18.25,96.9477,443.954,19.9438,5.59342,0.785811,1.12494,0.998877,0,0.00212655,0.000500237,2014.83,443.954,3.88333,2,140,0.377,19.4
20240530,080142,151.335,1,1,1,39.1007,-96.5632,18.86,96.949,436.681,20.3577,5.62091,0.791713,1.11536,0.999193,0,0.00180995,0.000525847,1942.28,436.681,2.35046,2,140,0.377199,19.7138
20240530,083142,151.355,1,1,1,39.1007,-96.5632,19.1,96.9108,435.576,20.6358,5.66072,0.798495,1.12157,0.998942,0,0.00204362,0.000754632,1493.7,435.576,5.11107,2,140,0.378,20
20240530,090142,151.376,1,1,1,39.1007,-96.5632,19.72,96.9015,434.507,21.3384,5.49249,0.777014,1.11291,0.99928,0,0.00167538,0.000555439,1833.43,434.507,5.97973,2,140,0.378,20.2
20240530,093142,151.397,1,1,1,39.1007,-96.5632,21.23,96.8552,421.769,22.6529,5.58996,0.79636,1.11579,0.999167,0,0.00183334,0.000617358,1711.72,421.769,3.95536,2,140,0.378,20.7
20240530,100141,151.418,1,1,1,39.1006,-96.5632,21.91,96.811,421.39,23.4468,5.51797,0.788896,1.11283,0.999295,0,0.00169152,0.000514591,1954.44,421.39,7.3921,2,140,0.378,21.3
20240530,103141,151.439,1,1,1,39.1006,-96.5632,21.69,96.843,423.057,23.6611,5.76877,0.824013,1.11306,0.999243,0,0.00178806,0.000757141,1511.38,423.057,8.78439,2,140,0.378,21.7
20240530,110141,151.46,1,1,1,39.1006,-96.5632,21.91,96.8712,423.895,24.2404,5.72605,0.818817,1.11128,0.999315,0,0.0017152,0.000610306,1765.55,423.895,8.91733,2,140,0.379,21.9
20240530,113141,151.48,1,1,1,39.1006,-96.5632,21.89,96.877,423.667,23.7823,5.74429,0.820894,1.11482,0.999207,0,0.00186922,0.000488753,2103.24,423.667,3.80275,2,140,0.379,21.9956
20240530,120141,151.501,1,1,1,39.1006,-96.5632,22.16,96.8385,418.976,24.9646,6.07378,0.870227,1.10817,0.999415,0,0.00166017,0.00073174,1608.23,418.976,4.79593,2,140,0.379,22.1
20240530,123141,151.522,1,1,1,39.1006,-96.5632,22.58,96.839,417.787,24.9237,5.95304,0.854122,1.11455,0.999192,0,0.00192658,0.000676271,1680.78,417.787,5.90432,2,140,0.379,22.5
20240530,130141,151.543,1,1,1,39.1006,-96.5632,22.15,96.8215,418.036,24.4131,6.0807,0.870818,1.11164,0.999291,0,0.00182139,0.000767941,1552,418.036,4.66295,2,140,0.379,22.5
20240530,133141,151.564,1,1,1,39.1006,-96.5632,22.11,96.8248,417.678,25.1187,6.15077,0.881383,1.10988,0.999346,0,0.00175662,0.000847553,1457.59,417.678,5.63938,2,140,0.379,22.4293
20240530,140141,151.585,1,1,1,39.1006,-96.5632,22.79,96.7848,406.934,25.0725,5.7322,0.823573,1.12131,0.999028,0,0.00209842,0.000386356,2538.57,406.934,3.27308,2,140,0.379,22.6293
20240530,143141,151.605,1,1,1,39.1006,-96.5632,22.43,96.7845,416.418,25.1813,5.89505,0.846046,1.1154,0.9992,0,0.0019184,0.000569266,1902.62,416.418,3.73416,2,140,0.379,23
20240530,150141,151.626,1,1,1,39.1006,-96.5632,22.45,96.7542,415.119,24.9478,6.02477,0.864792,1.11074,0.999363,0,0.0017392,0.000624022,1800.95,415.119,3.49125,2,140,0.379,22.9
20240530,153141,151.647,1,1,1,39.1006,-96.5632,22.39,96.7517,413.173,24.5685,5.82048,0.834995,1.11431,0.999245,0,0.00183467,0.000585494,1839.31,413.173,2.69043,2,140,0.379,22.9044
20240530,160141,151.668,1,1,1,39.1006,-96.5632,23.22,96.7152,406.904,24.8579,5.9133,0.85123,1.1177,0.999108,0,0.00200941,0.0007195,1589.99,406.904,6.23331,2,140,0.379,23
20240530,163141,151.689,1,1,1,39.1006,-96.5632,23.87,96.684,401.611,25.9358,5.74243,0.829615,1.1155,0.999241,0,0.00186494,0.00039738,2489.32,401.611,3.19786,2,140,0.379,23.7
20240530,170141,151.71,1,1,1,39.1006,-96.5632,22.99,96.6752,408,24.5996,5.88249,0.846199,1.11579,0.999184,0,0.0019013,0.000748719,1538.2,408,3.70729,2,140,0.379,23.6
20240530,173141,151.73,1,1,1,39.1006,-96.5632,22.3,96.6472,411.377,23.3034,5.83966,0.837297,1.11396,0.999295,0,0.00177869,0.000590311,1829.77,411.377,4.52221,2,140,0.379,23.3044
20240530,180141,151.751,1,1,1,39.1006,-96.5632,22.28,96.625,411.298,22.7675,5.71257,0.818809,1.12102,0.999079,0,0.00201268,0.000485749,2096.96,411.298,6.39896,2,140,0.378,22.9707
20240530,183141,151.772,1,1,1,39.1006,-96.5632,21.87,96.6095,414.002,22.3473,5.62734,0.805185,1.1248,0.998905,0,0.00210422,0.000737013,1506.5,414.002,7.11857,2,140,0.378,22.7
20240530,190141,151.793,1,1,1,39.1006,-96.5632,21.08,96.6405,423.364,21.7036,5.59936,0.798272,1.12015,0.999106,0,0.00192076,0.000542221,1895.59,423.364,5.42328,2,140,0.378,22.3707
20240530,193141,151.814,1,1,1,39.1006,-96.5632,20.53,96.6732,426.837,21.5086,5.82316,0.828191,1.11068,0.999394,0,0.00159508,0.000812967,1445.56,426.837,5.26637,2,140,0.377,22
20240530,200141,151.835,1,1,1,39.1006,-96.5632,20.13,96.7347,489.23,22.9202,5.94687,0.845338,1.11623,0.999172,0,0.0018981,0.0008714,1459.32,489.23,9.49414,2,140,0.377,21.8044
20240530,203141,151.855,1,1,1,39.1006,-96.5632,19.72,96.7145,425.9,21.5111,5.85165,0.829591,1.11465,0.999258,0,0.00178351,0.000729648,1562.87,425.9,6.13294,2,140,0.377,21.6
20240530,210141,151.876,1,1,1,39.1006,-96.5632,19.03,96.6825,438.447,21.8379,5.91605,0.837332,1.11563,0.99924,0,0.00181714,0.000751367,1552.86,438.447,5.40508,2,140,0.377,21.3
20240530,213141,151.897,1,1,1,39.1006,-96.5632,18.23,96.736,451.238,21.1075,5.72637,0.807177,1.11856,0.999129,0,0.0018804,0.000765808,1505.26,451.238,10.7215,2,140,0.377,21
20240530,220141,151.918,1,1,1,39.1006,-96.5632,17.71,96.778,455.454,20.3461,5.79189,0.813999,1.12158,0.999016,0,0.00201683,0.00072464,1578.77,455.454,6.02931,2,140,0.376,20.7
20240530,223141,151.939,1,1,1,39.1006,-96.5632,17.61,96.8158,442.382,20.3218,5.8142,0.816492,1.11616,0.99918,0,0.00182792,0.000803144,1459,442.382,3.07403,2,140,0.376,20.4
20240530,230141,151.96,1,1,1,39.1006,-96.5632,18,96.8493,455.077,21.0378,5.81876,0.81858,1.11599,0.999195,0,0.00184478,0.000674512,1668.67,455.077,6.46123,2,140,0.376,20.3
20240530,233141,151.98,1,1,1,39.1006,-96.5632,18.22,96.8712,443.875,21.2221,5.86491,0.825646,1.11626,0.999157,0,0.00188202,0.000792341,1485.91,443.875,7.37929,2,140,0.376,20.2
